table_slot	layout_id	layout_name	version	width	height	logical_bytes	padded_grid_tiles	padded_grid_bytes	source	source_path	source_sha256	source_crc32	raw_file_bytes	trailing_bytes	lz_stream_bytes	lz_stream_sha256	lz_stream_crc32	lz_decode_consumed_bytes	lz_padding_bytes	storage	stored_bytes	aligned_storage_bytes	interrecord_alignment_bytes	compressed_stream_artifact	special_raw_exception_candidate
58	LAYOUT_LITTLEROOT_TOWN_PROFESSOR_BIRCHS_LAB	LittlerootTown_ProfessorBirchsLab_Layout	emerald	13	13	338	756	1512	data/layouts/LittlerootTown_ProfessorBirchsLab/map.bin	data/layouts/LittlerootTown_ProfessorBirchsLab/map.bin	dfb4b37b84e99ae5b82f822bdeb16db665ba7048acd2513522efd7d0fd776f7a	a5b1f57a	338	0	224	e11a35bfabba5d696af6378169bc269094c47201a2355ef05ef3deb38d1c2897	52d9d863	223	1	gba_lz77	224	224	0	streams/0058-LAYOUT_LITTLEROOT_TOWN_PROFESSOR_BIRCHS_LAB.lz	
59	LAYOUT_HOUSE1	House1_Layout	emerald	10	9	180	575	1150	data/layouts/House1/map.bin	data/layouts/House1/map.bin	9d5aca59ce1da85b17a8cbf691dd0197c483e5773d8516248977989afbb37b63	c37c54c6	180	0	124	7852133401b67ea4a0f6adf3ed7d5c4cbd363e725c46db90bd1e06f712c086b2	e54d12d0	121	3	gba_lz77	124	124	0	streams/0059-LAYOUT_HOUSE1.lz	
60	LAYOUT_HOUSE2	House2_Layout	emerald	11	8	176	572	1144	data/layouts/House2/map.bin	data/layouts/House2/map.bin	abbbb3ae0dde23f48f41faac137e9533b6095a9f3c69ce2817f459d4dad0fe50	a78bf1dc	176	0	108	d3ef18d3616c9fe8466150bef44beb6d85e8b9c82477265cfc668eb9a567aa7c	ee086c22	106	2	gba_lz77	108	108	0	streams/0060-LAYOUT_HOUSE2.lz	
61	LAYOUT_POKEMON_CENTER_1F	PokemonCenter_1F_Layout	emerald	14	9	252	667	1334	data/layouts/PokemonCenter_1F/map.bin	data/layouts/PokemonCenter_1F/map.bin	e17f23a18cd85fe575d260eac560469e860217dec9d3c5b3cae3232cab0be005	2d8a0080	252	0	232	8f4a4414e98f060cb3dcc56da0825c848c345d6b834f56e30cd1eac7e66c9b16	5c71dbec	229	3	gba_lz77	232	232	0	streams/0061-LAYOUT_POKEMON_CENTER_1F.lz	
62	LAYOUT_POKEMON_CENTER_2F	PokemonCenter_2F_Layout	emerald	14	10	280	696	1392	data/layouts/PokemonCenter_2F/map.bin	data/layouts/PokemonCenter_2F/map.bin	a0c9ecf69e7faa2d66fd719bc2d1167bd520d78ef7660b858f950d68a0b108f5	0000b46a	280	0	204	18607a4c3ce5e33ddeccc7a62fcd31ba8cb78560ec8ebf1b19c6a4de8e4eee8a	75687df3	204	0	gba_lz77	204	204	0	streams/0062-LAYOUT_POKEMON_CENTER_2F.lz	
63	LAYOUT_MART	Mart_Layout	emerald	11	8	176	572	1144	data/layouts/Mart/map.bin	data/layouts/Mart/map.bin	50deb49ef212cc13b10167c264e9b7621230fc819aff97a777ad252d96a05a9f	b9f4eb33	176	0	136	0d3e6936af18a5942f6508def8e3921a2485ede7053078fc7286894ed7096ba7	be8cb8fe	133	3	gba_lz77	136	136	0	streams/0063-LAYOUT_MART.lz	
64	LAYOUT_HOUSE3	House3_Layout	emerald	10	8	160	550	1100	data/layouts/House3/map.bin	data/layouts/House3/map.bin	ea0e7ddf63090f3fb8c0e1caaa0574a2c82d919df9032dc23a52fe4b5d0a0991	6f5be3d3	160	0	116	e404a1dde2fa2cfc548fdacb875197194aef5cedf8ddb2cf19af634757410a3d	dc44fcc8	114	2	gba_lz77	116	116	0	streams/0064-LAYOUT_HOUSE3.lz	
65	LAYOUT_DEWFORD_TOWN_GYM	DewfordTown_Gym_Layout	emerald	18	28	1008	1386	2772	data/layouts/DewfordTown_Gym/map.bin	data/layouts/DewfordTown_Gym/map.bin	b4b06558fc3ada623e51389ea679dae72c17cf8111b6054c7b2436a4dff09d9e	af92702a	1008	0	512	bffa7f4ddbc9ecdf67e9db58082677b254e93450187511701fa1b90815885a51	6e657f46	510	2	gba_lz77	512	512	0	streams/0065-LAYOUT_DEWFORD_TOWN_GYM.lz	
66	LAYOUT_DEWFORD_TOWN_HALL	DewfordTown_Hall_Layout	emerald	17	9	306	736	1472	data/layouts/DewfordTown_Hall/map.bin	data/layouts/DewfordTown_Hall/map.bin	77551678c783d4c2d57260db7005152d1c8f1067eaedfe5aca346985ba1b9c28	7c6496e8	306	0	192	1f859b47e972a2ba9da6d55e9f3f5bc1f99b2e9005dc57dd5490f24cb56faf6f	e61c5e66	189	3	gba_lz77	192	192	0	streams/0066-LAYOUT_DEWFORD_TOWN_HALL.lz	
67	LAYOUT_HOUSE4	House4_Layout	emerald	10	9	180	575	1150	data/layouts/House4/map.bin	data/layouts/House4/map.bin	14f3952380e07d27630fd66c6a7c30ce3389d0a39e607168c956923759a8ba14	439c45e2	180	0	116	b9f3ddd51c0684922df210424069cb02fde5f4f62abfe2c91fb022077cc20d2a	a5939ac4	113	3	gba_lz77	116	116	0	streams/0067-LAYOUT_HOUSE4.lz	
68	LAYOUT_LAVARIDGE_TOWN_HERB_SHOP	LavaridgeTown_HerbShop_Layout	emerald	11	8	176	572	1144	data/layouts/LavaridgeTown_HerbShop/map.bin	data/layouts/LavaridgeTown_HerbShop/map.bin	f92dc0db783a41951076baa3bc128a9a085a2520b12ab32498fae7c5f16244c4	1cbff6dc	176	0	112	d3272ee68635e9c4c010fadd9f1295991ed520f10f141bf24c72656e5ac9658f	947d019e	109	3	gba_lz77	112	112	0	streams/0068-LAYOUT_LAVARIDGE_TOWN_HERB_SHOP.lz	
69	LAYOUT_LAVARIDGE_TOWN_GYM_1F	LavaridgeTown_Gym_1F_Layout	emerald	17	19	646	1056	2112	data/layouts/LavaridgeTown_Gym_1F/map.bin	data/layouts/LavaridgeTown_Gym_1F/map.bin	7e802f74bd6b0e527c0322200d55c50532be0e2b3ec29ed2f9aeecc92ab27af9	de6db245	646	0	212	31f461216b6bd55781a90f92de2d31d77a6bb5687b08a184870200daac5b7c8a	dac8008d	209	3	gba_lz77	212	212	0	streams/0069-LAYOUT_LAVARIDGE_TOWN_GYM_1F.lz	
70	LAYOUT_LAVARIDGE_TOWN_GYM_B1F	LavaridgeTown_Gym_B1F_Layout	emerald	17	19	646	1056	2112	data/layouts/LavaridgeTown_Gym_B1F/map.bin	data/layouts/LavaridgeTown_Gym_B1F/map.bin	d50a38bc4d0a3a38bf1a5866277dba9ef41e43d65c78f24a03ba219b9d8262c8	85c81064	646	0	216	b3a33b286009af7bcdb61567eede2dce86eef5381bad6a6a2c1a0f3ed32e7174	ab8512d8	213	3	gba_lz77	216	216	0	streams/0070-LAYOUT_LAVARIDGE_TOWN_GYM_B1F.lz	
71	LAYOUT_LAVARIDGE_TOWN_POKEMON_CENTER_1F	LavaridgeTown_PokemonCenter_1F_Layout	emerald	14	9	252	667	1334	data/layouts/LavaridgeTown_PokemonCenter_1F/map.bin	data/layouts/LavaridgeTown_PokemonCenter_1F/map.bin	54b5b40a07a8918269eae2e7717a2aedd6a1158020787d217a9d5466713252b1	5b7c7ac4	252	0	228	a2b1a046debdbb6b6a244106199dcbef02bd56a2ca801faba1f3771b55d7fb3e	97c547d7	228	0	gba_lz77	228	228	0	streams/0071-LAYOUT_LAVARIDGE_TOWN_POKEMON_CENTER_1F.lz	
72	LAYOUT_FALLARBOR_TOWN_LEFTOVER_RSCONTEST_LOBBY	FallarborTown_LeftoverRSContestLobby_Layout	emerald	15	7	210	630	1260	data/layouts/FallarborTown_LeftoverRSContestLobby/map.bin	data/layouts/FallarborTown_LeftoverRSContestLobby/map.bin	d3be4c53e90126deef9de4708bfa9473eb839e568bec9e89dce85f3e1e2a6125	818642dd	210	0	144	ba8581dd10106b40a65551e8f704f17de1853239382ee1a1f8132b3b388d57be	14f8f812	141	3	gba_lz77	144	144	0	streams/0072-LAYOUT_FALLARBOR_TOWN_LEFTOVER_RSCONTEST_LOBBY.lz	
73	LAYOUT_FALLARBOR_TOWN_LEFTOVER_RSCONTEST_HALL	FallarborTown_LeftoverRSContestHall_Layout	emerald	21	18	756	1152	2304	data/layouts/FallarborTown_LeftoverRSContestHall/map.bin	data/layouts/FallarborTown_LeftoverRSContestHall/map.bin	f44d248447b820dc738adffea0f0050189f5d6bebea33aebd87e800d6b783ac6	fca464c5	756	0	244	d1c05030a7c7babfd1263bb22798e311866702c9d4eae8b4d60bac81575d3527	8159c78b	244	0	gba_lz77	244	244	0	streams/0073-LAYOUT_FALLARBOR_TOWN_LEFTOVER_RSCONTEST_HALL.lz	
74	LAYOUT_LILYCOVE_CITY_HOUSE2	LilycoveCity_House2_Layout	emerald	8	8	128	506	1012	data/layouts/LilycoveCity_House2/map.bin	data/layouts/LilycoveCity_House2/map.bin	6287b1347c88919f19f3dae4b1d30ede8de596f136c455b3a483f2afe70a730d	70a4fe32	128	0	104	697214224e60db7e6ad3aa06847985ad46dfdf666bbb48012017fb2fd7dd0e55	02992d50	101	3	gba_lz77	104	104	0	streams/0074-LAYOUT_LILYCOVE_CITY_HOUSE2.lz	
75	LAYOUT_UNUSED_CONTEST_ROOM1	UnusedContestRoom1_Layout	emerald	1	1	2	240	480	data/layouts/UnusedContestRoom1/map.bin	data/layouts/UnusedContestRoom1/map.bin	18ff0eb89a3259344d5768002e0fdc3ac5ba60c0641adc8b40a8dfa5ac1da92d	87ba2cec	4	2	12	814a6bb13f2fa963f34e2590f67faf0d2690d21fc2068c5c8db28945cbae8165	17444602	9	3	raw	4	4	0		
76	LAYOUT_VERDANTURF_TOWN_WANDAS_HOUSE	VerdanturfTown_WandasHouse_Layout	emerald	17	8	272	704	1408	data/layouts/VerdanturfTown_WandasHouse/map.bin	data/layouts/VerdanturfTown_WandasHouse/map.bin	cfc9d2a0923025f21d5feacbdbd0665f10bb781a34b9ed17f28ee7f9e918f738	05b3928b	272	0	200	d5068d7b9017b39cced095405e8c023e5e156e8885460ce4e110e755bb7473c0	0b84fa5c	199	1	gba_lz77	200	200	0	streams/0076-LAYOUT_VERDANTURF_TOWN_WANDAS_HOUSE.lz	
77	LAYOUT_PACIFIDLOG_TOWN_HOUSE1	PacifidlogTown_House1_Layout	emerald	10	9	180	575	1150	data/layouts/PacifidlogTown_House1/map.bin	data/layouts/PacifidlogTown_House1/map.bin	16a09b0a2ae5b001dbec6a70d4f86204cfa1e75155e7e77ef359e6799f66beed	9c79dc9d	180	0	136	7cfd327321daf82b4cd993cd4fc07d3d429181b39bbbb14d5610a33c77f97352	c13778b0	133	3	gba_lz77	136	136	0	streams/0077-LAYOUT_PACIFIDLOG_TOWN_HOUSE1.lz	
78	LAYOUT_PACIFIDLOG_TOWN_HOUSE2	PacifidlogTown_House2_Layout	emerald	10	9	180	575	1150	data/layouts/PacifidlogTown_House2/map.bin	data/layouts/PacifidlogTown_House2/map.bin	238b6733634eb7504111aa555a0db36341a7887802e9a2be85ea81cc4d501678	5fedc782	180	0	140	fabe0d96b88afc0327af01d1a420573a2a66a0e7d80568d2396fb3a5965a1231	747df2fb	137	3	gba_lz77	140	140	0	streams/0078-LAYOUT_PACIFIDLOG_TOWN_HOUSE2.lz	
79	LAYOUT_PETALBURG_CITY_GYM	PetalburgCity_Gym_Layout	emerald	9	112	2016	3024	6048	data/layouts/PetalburgCity_Gym/map.bin	data/layouts/PetalburgCity_Gym/map.bin	b75cd4f08b42faf760a95d2610fa8be868e47d37eb8d0c55ab6724ffc45883db	44d330e0	2016	0	628	33d023263c61df9a209737fa2d734eaabcca76aeaab7e0559a0112eceef58037	f8360ffa	627	1	gba_lz77	628	628	0	streams/0079-LAYOUT_PETALBURG_CITY_GYM.lz	
80	LAYOUT_HOUSE_WITH_BED	HouseWithBed_Layout	emerald	10	8	160	550	1100	data/layouts/HouseWithBed/map.bin	data/layouts/HouseWithBed/map.bin	41b583aabcaa7f63be730c940faee672b8ea3e1249938857f3d290e0dfebe8d7	ca34f2da	160	0	88	c345598f41099b55367ebb0eba6e323f6e47f5017dbd67569eac032bf136ecfe	e021768a	88	0	gba_lz77	88	88	0	streams/0080-LAYOUT_HOUSE_WITH_BED.lz	
81	LAYOUT_SLATEPORT_CITY_STERNS_SHIPYARD_1F	SlateportCity_SternsShipyard_1F_Layout	emerald	21	15	630	1044	2088	data/layouts/SlateportCity_SternsShipyard_1F/map.bin	data/layouts/SlateportCity_SternsShipyard_1F/map.bin	fcd427b02daa332fc585ffefb3e0f148abc01e70325344734645d988a424bc81	33b53829	630	0	376	adb1c81673751612d81ea07eeac7a1afd8cce9f4db026758c19a5f849b90c497	4df406c3	375	1	gba_lz77	376	376	0	streams/0081-LAYOUT_SLATEPORT_CITY_STERNS_SHIPYARD_1F.lz	
82	LAYOUT_SLATEPORT_CITY_STERNS_SHIPYARD_2F	SlateportCity_SternsShipyard_2F_Layout	emerald	17	15	510	928	1856	data/layouts/SlateportCity_SternsShipyard_2F/map.bin	data/layouts/SlateportCity_SternsShipyard_2F/map.bin	d4b8d2fe40c87032e90fd4dbe77ab8f9c7eb8ee6339b7af0f55e346120175f04	bc99f514	510	0	268	4adddb8ffce2a3396318ebe28c371c940ce43647d7e0f9c84cd724acbc6a404a	49367669	267	1	gba_lz77	268	268	0	streams/0082-LAYOUT_SLATEPORT_CITY_STERNS_SHIPYARD_2F.lz	
83	LAYOUT_UNUSED_CONTEST_ROOM2	UnusedContestRoom2_Layout	emerald	1	1	2	240	480	data/layouts/UnusedContestRoom2/map.bin	data/layouts/UnusedContestRoom2/map.bin	e0b47af9a746b3bdbf3c4d4e580d0cc10fa86b5716f5f634322353eb3d0b698f	39c52b0d	4	2	12	33b6545057f0c92ae55a776aba88c893224d1f3535eccaae8c681281cba58bd7	309f0641	9	3	raw	4	4	0		
84	LAYOUT_UNUSED_CONTEST_ROOM3	UnusedContestRoom3_Layout	emerald	1	1	2	240	480	data/layouts/UnusedContestRoom3/map.bin	data/layouts/UnusedContestRoom3/map.bin	18ff0eb89a3259344d5768002e0fdc3ac5ba60c0641adc8b40a8dfa5ac1da92d	87ba2cec	4	2	12	814a6bb13f2fa963f34e2590f67faf0d2690d21fc2068c5c8db28945cbae8165	17444602	9	3	raw	4	4	0		
85	LAYOUT_SLATEPORT_CITY_POKEMON_FAN_CLUB	SlateportCity_PokemonFanClub_Layout	emerald	14	11	308	725	1450	data/layouts/SlateportCity_PokemonFanClub/map.bin	data/layouts/SlateportCity_PokemonFanClub/map.bin	7f371c04fd973e0e109787462f2f528f901e3fa030b1cf283cf2733316e5681b	70037063	308	0	216	466fffa5715a99b94944d090a213ae8eab038822d9acaf34476f0a1dce912270	582cb159	214	2	gba_lz77	216	216	0	streams/0085-LAYOUT_SLATEPORT_CITY_POKEMON_FAN_CLUB.lz	
86	LAYOUT_SLATEPORT_CITY_OCEANIC_MUSEUM_1F	SlateportCity_OceanicMuseum_1F_Layout	emerald	20	9	360	805	1610	data/layouts/SlateportCity_OceanicMuseum_1F/map.bin	data/layouts/SlateportCity_OceanicMuseum_1F/map.bin	c469fe853404f430fc5a7a268122962ef16c0af90cb557e71036639199d8f88d	3f3b5ed0	360	0	184	38ddda9ec75454b80143425cc07ded288ff35b7ffeca09886e3c71be6c9f1abb	dda3fbe2	182	2	gba_lz77	184	184	0	streams/0086-LAYOUT_SLATEPORT_CITY_OCEANIC_MUSEUM_1F.lz	
87	LAYOUT_SLATEPORT_CITY_OCEANIC_MUSEUM_2F	SlateportCity_OceanicMuseum_2F_Layout	emerald	20	9	360	805	1610	data/layouts/SlateportCity_OceanicMuseum_2F/map.bin	data/layouts/SlateportCity_OceanicMuseum_2F/map.bin	2657da4b3d4ecd7f1e62ebec37053c3e95cc3f3e3d9e5739c3887edae1c282cb	27065e06	360	0	208	05ac7b1123479772b89f0c3baf3b63adf3dd2d187d7051ddc43f16f98f89264f	b1f05c99	208	0	gba_lz77	208	208	0	streams/0087-LAYOUT_SLATEPORT_CITY_OCEANIC_MUSEUM_2F.lz	
88	LAYOUT_HARBOR	Harbor_Layout	emerald	24	15	720	1131	2262	data/layouts/Harbor/map.bin	data/layouts/Harbor/map.bin	ec418c60c4f5cac3eb4ee9e2a29e1f48709e552411f67086a5352945001afcbc	af9c8633	720	0	208	b517df0a574e77c89932e8fea65aa79153acf137a947416f1d4ea7f960d9baa1	7e6613d9	207	1	gba_lz77	208	208	0	streams/0088-LAYOUT_HARBOR.lz	
89	LAYOUT_MAUVILLE_CITY_GYM	MauvilleCity_Gym_Layout	emerald	10	21	420	875	1750	data/layouts/MauvilleCity_Gym/map.bin	data/layouts/MauvilleCity_Gym/map.bin	bde3a68a66cd1633838d4361d8439c155532d1666d4e8d33c065c2add372944f	0022ae75	420	0	252	91491ab1f1f3b936b9c1cc1881b664c251c9e09cbbbc001bb2defd4cc53f7f0c	fdebf040	251	1	gba_lz77	252	252	0	streams/0089-LAYOUT_MAUVILLE_CITY_GYM.lz	
90	LAYOUT_MAUVILLE_CITY_BIKE_SHOP	MauvilleCity_BikeShop_Layout	emerald	12	9	216	621	1242	data/layouts/MauvilleCity_BikeShop/map.bin	data/layouts/MauvilleCity_BikeShop/map.bin	fc4ed31e1ef7ec6a7a0f0026613fa5f1a219b0500015fc07aeedbe9b47668224	18b60b70	216	0	196	07e616b9194fc48c87f5c72eb1f257068f5fd03e02483247f3891260180e59d3	0bf5edbc	193	3	gba_lz77	196	196	0	streams/0090-LAYOUT_MAUVILLE_CITY_BIKE_SHOP.lz	
91	LAYOUT_MAUVILLE_CITY_GAME_CORNER	MauvilleCity_GameCorner_Layout	emerald	22	11	484	925	1850	data/layouts/MauvilleCity_GameCorner/map.bin	data/layouts/MauvilleCity_GameCorner/map.bin	1fadfc745b471752e85611c6067091f416b3a20aa16ff2ea1aae59e441db5502	198cc740	484	0	252	32b2689c33522f398c41c063571e9624f8d467f3d5527949be9984fa13262d5c	500fee06	251	1	gba_lz77	252	252	0	streams/0091-LAYOUT_MAUVILLE_CITY_GAME_CORNER.lz	
92	LAYOUT_RUSTBORO_CITY_DEVON_CORP_1F	RustboroCity_DevonCorp_1F_Layout	emerald	19	9	342	782	1564	data/layouts/RustboroCity_DevonCorp_1F/map.bin	data/layouts/RustboroCity_DevonCorp_1F/map.bin	4c5ad76bd2fb5a4d65914978338551c240f2e966c6f8f5a91346db1118bf6cbc	fd625094	342	0	164	d292f58f0bce9f9320be0965f6cfc54e812d0cda56798158e17dbe1094dc5087	327bef6f	162	2	gba_lz77	164	164	0	streams/0092-LAYOUT_RUSTBORO_CITY_DEVON_CORP_1F.lz	
93	LAYOUT_RUSTBORO_CITY_DEVON_CORP_2F	RustboroCity_DevonCorp_2F_Layout	emerald	19	9	342	782	1564	data/layouts/RustboroCity_DevonCorp_2F/map.bin	data/layouts/RustboroCity_DevonCorp_2F/map.bin	2b6356ff72f7a014080fb98be0a9d59f7c8ecb16264af571d41436d82efec11e	9357f99d	342	0	132	25876630a4d36dfbe7da196db5485e8a0f09276682004f267c45aa6f796e9f37	9f6f4efc	132	0	gba_lz77	132	132	0	streams/0093-LAYOUT_RUSTBORO_CITY_DEVON_CORP_2F.lz	
94	LAYOUT_RUSTBORO_CITY_GYM	RustboroCity_Gym_Layout	emerald	11	20	440	884	1768	data/layouts/RustboroCity_Gym/map.bin	data/layouts/RustboroCity_Gym/map.bin	34614016aaf5d34efa931d3a5df1041c19d61077fab17526f408137a11cdd6ac	c9a7a314	440	0	244	352e51caa73458582332d1c9f34450da9f18ca4bd46370c4f3c6fd425e426a88	42d09d3e	244	0	gba_lz77	244	244	0	streams/0094-LAYOUT_RUSTBORO_CITY_GYM.lz	
95	LAYOUT_RUSTBORO_CITY_POKEMON_SCHOOL	RustboroCity_PokemonSchool_Layout	emerald	12	11	264	675	1350	data/layouts/RustboroCity_PokemonSchool/map.bin	data/layouts/RustboroCity_PokemonSchool/map.bin	b4ce6dace7f5ff2916bf8f5eae9204445becb55b177f91bd14dcc7845f0702ac	872a5c5f	264	0	144	c7c805a0df37a3c8867414e9e8dbb71c42f9ab2866b5fb85df49d65810d77348	8116f3e2	142	2	gba_lz77	144	144	0	streams/0095-LAYOUT_RUSTBORO_CITY_POKEMON_SCHOOL.lz	
96	LAYOUT_RUSTBORO_CITY_HOUSE	RustboroCity_House_Layout	emerald	12	9	216	621	1242	data/layouts/RustboroCity_House/map.bin	data/layouts/RustboroCity_House/map.bin	27d332581f7f6492594494d6a561754503e1e9fe4d36adc9320111edb22a5aca	165905ae	216	0	140	487566d913db2d04b8472dd10906b4f11a4d02356f00e5baed011f8a575a2557	5f04a36c	138	2	gba_lz77	140	140	0	streams/0096-LAYOUT_RUSTBORO_CITY_HOUSE.lz	
97	LAYOUT_RUSTBORO_CITY_HOUSE1	RustboroCity_House1_Layout	emerald	13	8	208	616	1232	data/layouts/RustboroCity_House1/map.bin	data/layouts/RustboroCity_House1/map.bin	4a2c27931c939cc5091a6d74a3c250c0eedfb73a0e41e4fb6b95b9f292409f6b	7fee3a05	208	0	144	e386e06aea812db0aa67ade183d38cffe906f8fb45ca2f5b0ecf31671b309e57	b96ee842	143	1	gba_lz77	144	144	0	streams/0097-LAYOUT_RUSTBORO_CITY_HOUSE1.lz	
98	LAYOUT_RUSTBORO_CITY_CUTTERS_HOUSE	RustboroCity_CuttersHouse_Layout	emerald	11	9	198	598	1196	data/layouts/RustboroCity_CuttersHouse/map.bin	data/layouts/RustboroCity_CuttersHouse/map.bin	0473ea5f7bfc8f5ff9f62ee6427c10c6f749b650484efb5c6615428904abd915	130f3fe3	198	0	136	af7e4c54ff9672efd463223d03c7b2e339c342ae5352737ade84578e2bca80d5	c237681e	134	2	gba_lz77	136	136	0	streams/0098-LAYOUT_RUSTBORO_CITY_CUTTERS_HOUSE.lz	
99	LAYOUT_FORTREE_CITY_HOUSE1	FortreeCity_House1_Layout	emerald	8	6	96	460	920	data/layouts/FortreeCity_House1/map.bin	data/layouts/FortreeCity_House1/map.bin	da3bfdfb3486cbf649affe22c8f3fa00e70e13fe4fd7bf1061d3661ded29c999	dc4d9557	96	0	72	066e7d52dc61229f17bbcc723b27ecf9e774d503bc8debb10fa4d595aa48e38e	93d83f83	72	0	gba_lz77	72	72	0	streams/0099-LAYOUT_FORTREE_CITY_HOUSE1.lz	
100	LAYOUT_FORTREE_CITY_GYM	FortreeCity_Gym_Layout	emerald	20	25	1000	1365	2730	data/layouts/FortreeCity_Gym/map.bin	data/layouts/FortreeCity_Gym/map.bin	650a69e942297e0bb4f35256f819a51cbb75778299368c684340167a49d2b7fb	c83c1dd0	1000	0	512	d78b1ab308f7802cfd8b194489ad49312e9fd99173c4375e02dec4f6c0c04c64	60989b1c	509	3	gba_lz77	512	512	0	streams/0100-LAYOUT_FORTREE_CITY_GYM.lz	
101	LAYOUT_FORTREE_CITY_HOUSE2	FortreeCity_House2_Layout	emerald	8	6	96	460	920	data/layouts/FortreeCity_House2/map.bin	data/layouts/FortreeCity_House2/map.bin	b48b7b96f13cc419951bc65089a9a4b81fb15dcc1b3f61c08c3b7ab93c4771f3	ed10df5f	96	0	80	d5715b3b8ab71138cf769af2baa372c007ef82ddfdab0faa76708b9837a726b1	dca0c67c	79	1	gba_lz77	80	80	0	streams/0101-LAYOUT_FORTREE_CITY_HOUSE2.lz	
102	LAYOUT_ROUTE104_MR_BRINEYS_HOUSE	Route104_MrBrineysHouse_Layout	emerald	12	9	216	621	1242	data/layouts/Route104_MrBrineysHouse/map.bin	data/layouts/Route104_MrBrineysHouse/map.bin	da5230509e52a2bc29ff88616986a29f811e6aab15b5132f7ad61004d5ca04d2	b05205d5	216	0	132	b2d45ec22519d907199cf9e72ff495fefb589314798c05cf635e970107f8ee0e	f86f5e4f	129	3	gba_lz77	132	132	0	streams/0102-LAYOUT_ROUTE104_MR_BRINEYS_HOUSE.lz	
103	LAYOUT_LILYCOVE_CITY_LILYCOVE_MUSEUM_1F	LilycoveCity_LilycoveMuseum_1F_Layout	emerald	21	14	588	1008	2016	data/layouts/LilycoveCity_LilycoveMuseum_1F/map.bin	data/layouts/LilycoveCity_LilycoveMuseum_1F/map.bin	6356bb1f2530472ccba1b2708f28669227a67b15aa83294869d8b1b14a822576	d002e513	588	0	276	d80532f2e16d9b54b737a320118a949e506d7d4b09182c9503f2ec326d068cfe	68e7e4a5	274	2	gba_lz77	276	276	0	streams/0103-LAYOUT_LILYCOVE_CITY_LILYCOVE_MUSEUM_1F.lz	
104	LAYOUT_LILYCOVE_CITY_LILYCOVE_MUSEUM_2F	LilycoveCity_LilycoveMuseum_2F_Layout	emerald	22	13	572	999	1998	data/layouts/LilycoveCity_LilycoveMuseum_2F/map.bin	data/layouts/LilycoveCity_LilycoveMuseum_2F/map.bin	238ba00ec625402d3da640e9bf78c0f2424f6655f070c136533e681f40abb733	31ec5871	572	0	188	bcc123b75955d9d8c97cbc530a337671907cd7987ccd76b8bb402fe51f89acf4	4f26ce51	187	1	gba_lz77	188	188	0	streams/0104-LAYOUT_LILYCOVE_CITY_LILYCOVE_MUSEUM_2F.lz	
105	LAYOUT_LILYCOVE_CITY_CONTEST_LOBBY	LilycoveCity_ContestLobby_Layout	emerald	31	12	744	1196	2392	data/layouts/LilycoveCity_ContestLobby/map.bin	data/layouts/LilycoveCity_ContestLobby/map.bin	0992c7865c55069a1a572254a01669bac6e00408b3b45ee84f737464101256d7	262a1878	744	0	212	debfc862c6946606b7443ad2d84d1f0833242d5d6810fb9b38adf7f0844c7587	45f33876	209	3	gba_lz77	212	212	0	streams/0105-LAYOUT_LILYCOVE_CITY_CONTEST_LOBBY.lz	
106	LAYOUT_LILYCOVE_CITY_CONTEST_HALL	LilycoveCity_ContestHall_Layout	emerald	51	33	3366	3102	6204	data/layouts/LilycoveCity_ContestHall/map.bin	data/layouts/LilycoveCity_ContestHall/map.bin	d09014d8fcd83c5b63bf8824f20c6d4ce84683e8ee64ef1bc022cfd2d1016ed3	65513522	3366	0	700	9194f8f6e9cc8bc84c690106d3a65010920e6138b54ff3f50113380abf0aa8c4	7e5e3f46	700	0	gba_lz77	700	700	0	streams/0106-LAYOUT_LILYCOVE_CITY_CONTEST_HALL.lz	
107	LAYOUT_LILYCOVE_CITY_POKEMON_TRAINER_FAN_CLUB	LilycoveCity_PokemonTrainerFanClub_Layout	emerald	12	14	336	756	1512	data/layouts/LilycoveCity_PokemonTrainerFanClub/map.bin	data/layouts/LilycoveCity_PokemonTrainerFanClub/map.bin	5195f29a209d425a02a70e290fad74bb5f49c1a888ebc026e8751a642405af2c	c64a5b2d	336	0	204	192e7662976c669660a898cf4b06f92b9c954bb75f91fb7489c3845effb9c686	e1fdfc29	204	0	gba_lz77	204	204	0	streams/0107-LAYOUT_LILYCOVE_CITY_POKEMON_TRAINER_FAN_CLUB.lz	
108	LAYOUT_MOSSDEEP_CITY_GYM	MossdeepCity_Gym_Layout	emerald	26	36	1872	2050	4100	data/layouts/MossdeepCity_Gym/map.bin	data/layouts/MossdeepCity_Gym/map.bin	d527223d0fb51bf2ce6526c18f6f9d93741a957c4c88b1bc5357c6f27d7ddc1a	f2f3b8c2	1872	0	552	8f663379ef6def868b704507fb351d57c537964f0c1e4c4486de812788b4c45f	1ee44d1f	552	0	gba_lz77	552	552	0	streams/0108-LAYOUT_MOSSDEEP_CITY_GYM.lz	
